0.2816005167462444
51818.08673010756,E
52144.79067604848,E
52453.73897275348,C#
52769.78952915285,E
53309.5612659248,A
53646.91860140727,B
54158.28129940175,B
54481.43411549549,A
54793.93354204767,F#
55141.944267071696,F#
55560.9775890394,F#
55869.9258857444,F#
56178.8741824494,A
56487.8224791544,A
56967.22500852423,A
57272.62217538204,E
57613.530640711695,E
57954.43910604135,E
58465.80180403584,A
58806.71026936549,A
59147.61873469514,A
59577.305446204395,B
59971.48085924181,A
60276.87802609963,F#
60681.70682867859,F#
61097.18902079911,F#
61448.75087567032,A
61793.21047084715,A
62286.81751960571,A
62656.13502371284,A
63007.69687858405,E
63341.50308421934,E
63806.70109420043,E
64200.876507237845,B
64545.33610241468,B
65042.49428102043,B
65418.91404482192,A
65720.76008183256,F#
66047.46402777347,F#
66445.19057065807,F#
66796.75242552928,F#
67158.96766994204,A
67499.8761352717,A
68011.23883326618,A
68352.14729859582,E
68693.05576392548,E
69204.41846191997,E
69545.32692724963,B
69886.23539257927,B
70227.14385790893,B
70568.05232323859,A
70908.96078856823,D
71292.4828120641,D
71949.44183379313,D
72269.04352003968,D
72613.50311521652,E
72954.41158054618,E
73259.808747404,E
73565.20591426181,E
74147.59120919996,E
74829.40813985927,E
75511.22507051859,E
76533.95046650755,D
76913.92136015622,D
77439.48857753945,D
77833.66399057685,E
78188.77697529524,E
78721.44645237284,E
79602.12665447444,E
80965.76051579307,E
81818.03167911721,D
82205.10483246025,D
82858.51272434209,D
83181.66554043582,E
83522.57400576548,E
83863.48247109514,E
84225.6977155079,E
92727.10256966617,D
93068.01103499581,D
93408.91950032547,D
93824.40169244599,D
96647.5499209572,E
98181.63801494065,D
98522.54648027029,D
98863.45494559995,D
99278.93713772047,D
102102.08536623168,E
103636.17346021513,D
103977.08192554477,D
104317.99039087443,D
104733.47258299495,D
107556.62081150616,E
109090.7089054896,D
109431.61737081925,D
109772.52583614891,D
110188.00802826943,D
113011.15625678064,E
117272.51207340132,E
117599.21601934225,F#
117961.431263755,F#
118295.23746939028,A
118636.14593471994,F#
119197.224450575,F#
119847.08121260966,F#
120170.23402870339,A
120511.14249403305,A
120923.07355630638,A
121256.87976194166,A
121690.1176032981,E
121999.0659000031,C#
122315.11645640247,E
122854.88819317443,A
123192.24552865689,B
123703.60822665137,B
124026.76104274511,A
124339.2604692973,F#
124687.27119432132,F#
125106.30451628902,F#
125415.25281299402,F#
125724.20110969902,A
126033.14940640402,A
126512.55193577385,A
126817.94910263167,E
127158.85756796131,E
127499.76603329097,E
128011.12873128545,A
128352.03719661511,A
128692.94566194476,A
129122.63237345402,B
129516.80778649142,A
129822.20495334924,F#
130227.0337559282,F#
130642.51594804873,F#
130994.07780291993,A
131338.53739809679,A
131832.14444685532,A
132201.46195096246,A
132553.02380583368,E
132886.83001146896,E
133352.02802145004,E
133746.20343448746,B
134090.6630296643,B
134587.82120827003,B
134964.24097207154,A
135266.08700908217,F#
135592.79095502308,F#
135990.51749790768,F#
136342.0793527789,F#
136704.29459719165,A
137045.20306252132,A
137556.5657605158,A
137897.47422584545,E
138238.3826911751,E
138749.74538916958,E
139090.65385449925,B
139431.5623198289,B
139772.47078515854,B
140113.37925048821,A
140454.28771581786,D
140837.80973931373,D
141494.76876104274,D
141814.3704472893,D
142158.83004246614,E
142499.7385077958,E
142805.1356746536,E
143110.53284151142,E
143692.9181364496,E
144374.7350671089,E
145056.5519977682,E
146079.27739375716,D
146459.24828740585,D
146984.81550478906,D
147378.99091782648,E
147734.10390254486,E
148266.77337962246,E
149147.45358172405,E
150511.0874430427,E
151363.35860636682,D
151750.43175970987,D
152403.8396515917,D
152726.99246768543,E
153067.9009330151,E
153408.80939834475,E
153771.02464275752,E
162272.42949691578,D
162613.33796224542,D
162954.2464275751,D
163369.7286196956,D
166192.87684820683,E
167726.96494219027,D
168067.87340751992,D
168408.78187284956,D
168824.26406497008,D
171647.4122934813,E
173181.50038746474,D
173522.4088527944,D
173863.31731812406,D
174278.79951024457,D
177101.94773875579,E
178636.03583273923,D
178976.94429806888,D
179317.85276339852,D
179733.33495551904,D
182556.48318403025,E
184090.5712780137,D
184431.47974334337,D
184772.38820867302,D
185187.87040079353,D
188011.01862930474,E
189545.1067232882,D
189886.01518861784,D
190226.92365394748,D
190642.405846068,D
193465.5540745792,E
194999.64216856266,D
195340.55063389233,D
195681.45909922197,D
196096.9412913425,D
198920.0895198537,E
200454.17761383715,D
200795.0860791668,D
201135.99454449644,D
201551.47673661698,D
204374.62496512817,E
205908.71305911161,D
206249.6215244413,D
206590.52998977093,D
207006.01218189145,D
209829.16041040266,E
211363.2485043861,D
211704.15696971575,D
212045.0654350454,D
212460.54762716594,D
215283.69585567713,E
216817.78394966057,D
217158.69241499025,D
217499.6008803199,D
217915.0830724404,D
220738.23130095162,E
222272.31939493507,D
222613.2278602647,D
222954.13632559436,D
223369.6185177149,D
226022.31251356128,F#
229079.83531198662,F#
