0.2644962936039241
45369.25578991163,B
45762.45600675753,B
46216.14856465664,B
46669.84112255576,B
47123.53368045488,B
47577.22623835399,B
48030.91879625311,B
48484.61135415222,B
48938.30391205134,B
49391.996469950456,B
49845.68902784957,B
50299.38158574869,B
50753.074143647806,B
51206.76670154692,B
51660.45925944604,B
52114.151817345155,B
52567.84437524427,B
53021.53693314339,B
53475.229491042504,B
53928.92204894162,B
54382.61460684073,B
54836.307164739854,B
55289.99972263897,B
55743.69228053808,B
56197.3848384372,B
56651.07739633632,B
57104.76995423543,B
57558.46251213455,B
58012.15507003367,B
58465.84762793278,B
58919.540185831895,B
59373.232743731016,B
59826.92530163013,B
60280.617859529244,B
60734.310417428365,B
61188.00297532748,B
61641.69553322659,B
62095.388091125715,B
62549.08064902483,B
63002.77320692394,B
63456.465764823064,B
63910.15832272218,B
64363.85088062129,B
64817.543438520406,B
65271.23599641953,B
65724.92855431864,B
66178.62111221776,B
66632.31367011687,B
67086.00622801599,B
67539.69878591511,B
67993.39134381422,B
68447.08390171334,B
68900.77645961246,B
69354.46901751157,B
69808.16157541069,B
70261.85413330981,B
70715.54669120892,B
71169.23924910804,B
71622.93180700716,B
72076.62436490627,B
72530.31692280539,B
72984.0094807045,B
73437.70203860362,B
73891.39459650274,B
74345.08715440184,B
74798.77971230097,B
75252.47227020009,B
75706.1648280992,B
76159.85738599832,B
76613.54994389744,B
77067.24250179654,B
77520.93505969566,B
77974.62761759479,B
78428.3201754939,B
78882.01273339301,B
79335.70529129214,B
79789.39784919124,B
80243.09040709036,B
80696.78296498948,B
81150.47552288859,B
81604.16808078771,B
82057.86063868683,B
82511.55319658594,B
82965.24575448506,B
83418.93831238417,B
83872.63087028329,B
84326.32342818241,B
84780.01598608152,B
85233.70854398064,B
85687.40110187976,B
86141.09365977887,B
86594.78621767799,B
87048.47877557711,B
87502.17133347622,B
87955.86389137534,B
88409.55644927446,B
88863.24900717357,B
89316.94156507269,B
89770.63412297181,B
90224.32668087092,B
90678.01923877004,B
91131.71179666916,B
91585.40435456827,B
92039.09691246739,B
92492.78947036651,B
92946.48202826561,B
93400.17458616474,B
93853.86714406386,B
94307.55970196296,B
94761.25225986209,B
95214.94481776119,B
95668.63737566031,B
96122.32993355943,B
96576.02249145854,B
97029.71504935766,B
97483.40760725678,B
97937.10016515589,B
98390.79272305501,B
98844.48528095413,B
99298.17783885324,B
99751.87039675236,B
100205.56295465148,B
100659.25551255059,B
101112.94807044971,B
101566.64062834883,B
102020.33318624794,B
102474.02574414706,B
102927.71830204618,B
103381.41085994529,B
103835.10341784441,B
104288.79597574353,B
104742.48853364264,B
105196.18109154176,B
105649.87364944087,B
106103.56620733999,B
106557.25876523911,B
107010.95132313822,B
107464.64388103734,B
107918.33643893646,B
108372.02899683556,B
108825.72155473469,B
109279.4141126338,B
109733.10667053291,B
110186.79922843204,B
110640.49178633116,B
111094.18434423026,B
111547.87690212938,B
112001.5694600285,B
112455.26201792761,B
112908.95457582673,B
113362.64713372586,B
113816.33969162496,B
114270.03224952408,B
114723.7248074232,B
115177.41736532231,B
115631.10992322143,B
116084.80248112054,B
116538.49503901966,B
116992.18759691878,B
117445.88015481789,B
117899.57271271701,B
118353.26527061613,B
118806.95782851524,B
119260.65038641436,B
119714.34294431348,B
120168.03550221259,B
120621.72806011171,B
121075.42061801083,B
121529.11317590994,B
121982.80573380906,B
122436.49829170818,B
122890.19084960729,B
123343.88340750641,B
123797.57596540553,B
124251.26852330464,B
124704.96108120376,B
125158.65363910288,B
125612.34619700199,B
126066.0387549011,B
126519.73131280021,B
126973.42387069933,B
127427.11642859846,B
127880.80898649756,B
128334.50154439668,B
128788.1941022958,B
129241.88666019491,B
129695.57921809403,B
130149.27177599315,B
130602.96433389226,B
131056.65689179138,B
131510.3494496905,B
131964.04200758963,B
132417.73456548873,B
132871.42712338784,B
133325.11968128697,B
133778.81223918608,B
